ticket_id,account_id,created_date,pred_category,pred_severity,sentiment,theme
TK102201,ACC100715,2026-05-04,UI/Usability,High,-0.177,"schedule, report times, generation"
TK112122,ACC103987,2026-06-22,Billing,Critical,0.296,"schedule, report times, generation"
TK102932,ACC100963,2026-06-25,Reporting,High,0.0,"schedule, report times, generation"
TK108730,ACC102883,2026-04-19,Settlement,High,0.0772,"window yesterday, cutoff, window"
TK110043,ACC103305,2026-06-11,Onboarding,Medium,0.4222,"schedule, report times, generation"
TK110080,ACC103317,2026-04-22,API/Integration,High,0.0258,"moderate impact, moderate, like fixed"
TK106051,ACC101958,2026-05-11,Access/Permissions,Medium,0.7717,"morning, recon job, flagged"
TK105340,ACC101742,2026-06-20,Billing,Low,0.631,"morning, recon job, flagged"
TK111497,ACC103781,2026-04-17,UI/Usability,Low,-0.4215,"schedule, report times, generation"
TK102582,ACC100833,2026-06-24,Reconciliation,High,0.0,"don match, match, don"
TK111038,ACC103638,2026-07-10,UI/Usability,Low,-0.296,"morning, recon job, flagged"
TK104659,ACC101528,2026-07-14,Reconciliation,Critical,0.128,"morning, recon job, flagged"
TK106918,ACC102252,2026-07-06,Onboarding,Medium,-0.0762,"schedule, report times, generation"
TK102992,ACC100979,2026-05-21,Data Accuracy,High,-0.296,"morning, recon job, flagged"
TK110721,ACC103530,2026-07-02,Access/Permissions,Critical,-0.1779,"morning, recon job, flagged"
TK109606,ACC103167,2026-07-01,Onboarding,High,0.25,"don match, match, don"
TK107946,ACC102625,2026-07-12,Access/Permissions,High,0.0,"morning, recon job, flagged"
TK104119,ACC101356,2026-07-05,API/Integration,High,-0.4767,"schedule, report times, generation"
TK114077,ACC104631,2026-06-29,Data Accuracy,Critical,-0.5994,"corporate action, corporate, wrong corporate"
TK108237,ACC102725,2026-05-23,Reconciliation,High,0.7184,"don match, match, don"
TK109544,ACC103146,2026-05-16,Onboarding,Low,-0.1027,"schedule, report times, generation"
TK106275,ACC102042,2026-04-27,Reporting,Low,-0.5267,"missing, missing columns, columns"
TK108710,ACC102875,2026-05-14,UI/Usability,Medium,0.0,"morning, recon job, flagged"
TK105503,ACC101787,2026-05-17,Performance,Medium,-0.4497,"schedule, report times, generation"
TK115119,ACC104987,2026-05-12,Reconciliation,Medium,-0.0387,"morning, recon job, flagged"
TK114107,ACC104643,2026-05-24,Settlement,High,0.0772,"window yesterday, cutoff, window"
TK100925,ACC100292,2026-05-10,Performance,Critical,0.5267,"seconds load, takes 30, load market"
TK110611,ACC103495,2026-04-25,Onboarding,Low,0.5106,"don match, match, don"
TK106179,ACC102005,2026-07-04,Performance,Medium,0.4222,"schedule, report times, generation"
TK111193,ACC103686,2026-04-26,API/Integration,High,-0.5106,"overnight batch, batch, overnight"
TK103314,ACC101083,2026-05-22,Reporting,Critical,-0.2023,"exported, exported report, figures"
TK101720,ACC100555,2026-06-25,Settlement,Critical,-0.7418,"moderate impact, moderate, like fixed"
TK112821,ACC104219,2026-04-23,Settlement,High,0.0258,"window yesterday, cutoff, window"
TK104786,ACC101569,2026-06-19,Reconciliation,Low,-0.0762,"morning, recon job, flagged"
TK114631,ACC104828,2026-06-09,Access/Permissions,Low,0.3612,"morning, recon job, flagged"
TK102864,ACC100939,2026-06-26,Reconciliation,High,0.25,"morning, recon job, flagged"
TK115147,ACC104997,2026-07-08,Performance,Low,0.1531,"seconds load, takes 30, load market"
TK113213,ACC104355,2026-05-18,Access/Permissions,Medium,0.6369,"moderate impact, moderate, like fixed"
TK103774,ACC101234,2026-07-15,Reporting,Medium,0.6369,"exported, exported report, figures"
TK104954,ACC101622,2026-05-02,Data Accuracy,Critical,-0.5994,"corporate action, corporate, wrong corporate"
TK109851,ACC103246,2026-07-01,API/Integration,Critical,0.4404,"schedule, report times, generation"
TK111844,ACC103893,2026-06-12,Billing,Medium,0.6597,"moderate impact, moderate, like fixed"
TK113968,ACC104599,2026-04-17,Reconciliation,Critical,0.1531,"don match, match, don"
TK102357,ACC100764,2026-06-21,Performance,Critical,-0.1779,"schedule, report times, generation"
TK102993,ACC100979,2026-07-07,Data Accuracy,Critical,0.1531,"don match, match, don"
TK103946,ACC101294,2026-06-08,API/Integration,Low,0.696,"schedule, report times, generation"
TK101393,ACC100450,2026-04-29,Data Accuracy,High,-0.4767,"corporate action, corporate, wrong corporate"
TK102714,ACC100882,2026-04-23,Data Accuracy,High,0.6124,"morning, recon job, flagged"
TK100099,ACC100028,2026-07-13,Performance,Low,0.128,"seconds load, takes 30, load market"
TK105082,ACC101660,2026-05-21,Billing,Critical,-0.1779,"morning, recon job, flagged"
TK105883,ACC101900,2026-07-06,Access/Permissions,Critical,0.25,"morning, recon job, flagged"
TK109157,ACC103013,2026-07-02,Reporting,Low,-0.5106,"missing, missing columns, columns"
TK107040,ACC102289,2026-06-06,Onboarding,Critical,0.2263,"schedule, report times, generation"
TK111399,ACC103747,2026-07-07,Onboarding,Low,0.2732,"schedule, report times, generation"
TK100290,ACC100091,2026-07-06,API/Integration,Critical,-0.1779,"schedule, report times, generation"
TK104514,ACC101482,2026-06-18,Data Accuracy,High,0.25,"don match, match, don"
TK114080,ACC104632,2026-06-26,Reconciliation,High,0.4019,"morning, recon job, flagged"
TK103169,ACC101039,2026-06-01,Performance,Medium,-0.0762,"schedule, report times, generation"
TK103647,ACC101193,2026-06-14,Settlement,Critical,-0.128,"window yesterday, cutoff, window"
TK108067,ACC102671,2026-06-30,UI/Usability,Medium,-0.2382,"schedule, report times, generation"
TK109258,ACC103050,2026-07-10,API/Integration,Medium,-0.3498,"webhook events, keys, rotated"
TK102271,ACC100739,2026-06-01,Performance,High,-0.765,"schedule, report times, generation"
TK110198,ACC103352,2026-04-18,Reconciliation,Critical,-0.2023,"don match, match, don"
TK114192,ACC104678,2026-05-17,Reporting,High,-0.1779,"exported, exported report, figures"
TK113779,ACC104541,2026-07-15,Reconciliation,High,0.6908,"morning, recon job, flagged"
TK114842,ACC104898,2026-05-23,Reconciliation,Critical,-0.2732,"morning, recon job, flagged"
TK108692,ACC102871,2026-06-22,API/Integration,Critical,-0.4404,"webhook events, keys, rotated"
TK109674,ACC103188,2026-04-30,Reporting,Low,0.128,"exported, exported report, figures"
TK101453,ACC100469,2026-04-22,Settlement,High,0.0258,"window yesterday, cutoff, window"
TK104338,ACC101427,2026-06-23,UI/Usability,Low,0.7717,"morning, recon job, flagged"
TK100930,ACC100294,2026-07-02,Reporting,Medium,0.503,"schedule, report times, generation"
TK100286,ACC100089,2026-05-12,Settlement,High,0.5859,"window yesterday, cutoff, window"
TK106802,ACC102213,2026-07-11,Reporting,High,0.3182,"exported, exported report, figures"
TK112550,ACC104124,2026-07-07,Reporting,Medium,-0.2254,"missing, missing columns, columns"
TK108688,ACC102869,2026-06-13,Reconciliation,High,0.3182,"don match, match, don"
TK112758,ACC104194,2026-04-26,Onboarding,High,0.4497,"schedule, report times, generation"
TK111678,ACC103841,2026-06-11,Reporting,Medium,-0.2254,"missing, missing columns, columns"
TK108196,ACC102713,2026-05-22,Settlement,High,-0.6688,"moderate impact, moderate, like fixed"
TK104562,ACC101498,2026-05-25,Settlement,Medium,-0.449,"failed, settle, pending"
TK102483,ACC100804,2026-06-26,Performance,Critical,0.0,"schedule, report times, generation"
TK114479,ACC104772,2026-05-18,Data Accuracy,Critical,-0.5994,"corporate action, corporate, wrong corporate"
TK111206,ACC103690,2026-04-24,Reconciliation,High,0.5719,"don match, match, don"
TK114277,ACC104702,2026-06-14,API/Integration,Critical,-0.2263,"schedule, report times, generation"
TK109458,ACC103120,2026-04-27,Settlement,Critical,-0.3786,"moderate impact, moderate, like fixed"
TK101087,ACC100345,2026-06-26,Onboarding,Low,0.4588,"schedule, report times, generation"
TK111498,ACC103783,2026-04-20,Settlement,High,-0.128,"window yesterday, cutoff, window"
TK114231,ACC104688,2026-07-06,Reporting,Low,0.4588,"schedule, report times, generation"
TK105985,ACC101936,2026-05-20,Onboarding,Medium,-0.2013,"don match, match, don"
TK108027,ACC102654,2026-05-18,Performance,Critical,-0.6705,"schedule, report times, generation"
TK103728,ACC101220,2026-06-27,API/Integration,High,-0.2846,"webhook events, keys, rotated"
TK101261,ACC100405,2026-06-22,Settlement,High,-0.6688,"moderate impact, moderate, like fixed"
TK104816,ACC101580,2026-05-20,Data Accuracy,High,0.3182,"don match, match, don"
TK106866,ACC102236,2026-06-08,Settlement,High,0.6652,"window yesterday, cutoff, window"
TK107903,ACC102611,2026-06-22,Settlement,High,0.0258,"window yesterday, cutoff, window"
TK105438,ACC101769,2026-05-31,Access/Permissions,Critical,-0.0541,"morning, recon job, flagged"
TK107250,ACC102371,2026-07-08,Access/Permissions,Critical,-0.1053,"morning, recon job, flagged"
TK105746,ACC101860,2026-06-30,Settlement,High,-0.1531,"failed, settle, pending"
TK102796,ACC100911,2026-06-25,Reporting,High,-0.4588,"missing, missing columns, columns"
TK109800,ACC103229,2026-06-09,Reconciliation,Medium,0.362,"morning, recon job, flagged"
TK111946,ACC103928,2026-07-04,Access/Permissions,Low,-0.2732,"morning, recon job, flagged"
TK105687,ACC101841,2026-05-13,Onboarding,Medium,0.1531,"moderate impact, moderate, like fixed"
TK113673,ACC104505,2026-06-15,Billing,High,-0.3612,"schedule, report times, generation"
TK102099,ACC100679,2026-06-04,Settlement,High,-0.3919,"failed, settle, pending"
TK110637,ACC103502,2026-06-25,API/Integration,High,-0.5106,"webhook events, keys, rotated"
TK107735,ACC102548,2026-06-20,Reconciliation,Medium,0.3612,"moderate impact, moderate, like fixed"
TK104168,ACC101370,2026-06-15,UI/Usability,Low,0.5864,"schedule, report times, generation"
TK113117,ACC104325,2026-06-13,Access/Permissions,Low,-0.0762,"morning, recon job, flagged"
TK101611,ACC100519,2026-06-06,Access/Permissions,Medium,0.4749,"moderate impact, moderate, like fixed"
TK110588,ACC103490,2026-07-11,Settlement,Critical,-0.3182,"failed, settle, pending"
TK109266,ACC103053,2026-07-05,API/Integration,High,-0.6249,"webhook events, keys, rotated"
TK103479,ACC101138,2026-05-22,Access/Permissions,High,0.2846,"morning, recon job, flagged"
TK111753,ACC103866,2026-04-20,Reporting,Low,-0.5106,"missing, missing columns, columns"
TK113689,ACC104510,2026-04-23,Reporting,Low,0.3818,"schedule, report times, generation"
TK100357,ACC100110,2026-06-27,Reconciliation,High,0.0,"morning, recon job, flagged"
TK103838,ACC101260,2026-05-09,Performance,Low,0.1027,"overnight batch, batch, overnight"
TK112960,ACC104266,2026-07-15,Settlement,High,0.4497,"window yesterday, cutoff, window"
TK102525,ACC100818,2026-06-06,Data Accuracy,High,0.5719,"don match, match, don"
TK111217,ACC103693,2026-06-10,Settlement,Medium,-0.4559,"moderate impact, moderate, like fixed"
TK104747,ACC101555,2026-06-01,API/Integration,High,-0.2023,"overnight batch, batch, overnight"
TK115040,ACC104964,2026-06-19,Data Accuracy,Critical,-0.1779,"morning, recon job, flagged"
TK104355,ACC101431,2026-05-08,Reconciliation,High,0.7227,"don match, match, don"
TK105020,ACC101642,2026-05-03,Billing,Medium,0.1779,"moderate impact, moderate, like fixed"
TK104630,ACC101519,2026-06-22,Billing,Low,0.696,"morning, recon job, flagged"
TK100566,ACC100179,2026-05-08,Reconciliation,High,0.0,"morning, recon job, flagged"
TK115006,ACC104953,2026-05-20,Reconciliation,Low,-0.1144,"morning, recon job, flagged"
TK105767,ACC101864,2026-05-29,Onboarding,Low,0.6908,"don match, match, don"
TK114319,ACC104719,2026-05-28,Performance,High,0.4404,"corporate action, corporate, wrong corporate"
TK114878,ACC104909,2026-07-14,Performance,High,0.0,"schedule, report times, generation"
TK104503,ACC101480,2026-06-13,Billing,Low,-0.0516,"schedule, report times, generation"
TK111204,ACC103690,2026-04-29,Settlement,Critical,-0.7269,"failed, settle, pending"
TK103210,ACC101051,2026-06-17,Settlement,Critical,-0.5423,"window yesterday, cutoff, window"
TK100047,ACC100016,2026-06-08,Reporting,Medium,0.3612,"moderate impact, moderate, like fixed"
TK101534,ACC100498,2026-06-14,Reconciliation,Low,0.7717,"don match, match, don"
TK106088,ACC101973,2026-05-23,Settlement,Critical,-0.5837,"moderate impact, moderate, like fixed"
TK103322,ACC101084,2026-07-11,API/Integration,High,0.5574,"schedule, report times, generation"
TK111985,ACC103942,2026-06-21,UI/Usability,Low,0.1548,"schedule, report times, generation"
TK107931,ACC102619,2026-06-13,API/Integration,High,-0.6124,"webhook events, keys, rotated"
TK104397,ACC101445,2026-05-11,Reporting,High,0.3182,"exported, exported report, figures"
TK107150,ACC102331,2026-04-24,API/Integration,Low,-0.5574,"schedule, report times, generation"
TK112296,ACC104046,2026-05-25,Performance,High,-0.3818,"overnight batch, batch, overnight"
TK102998,ACC100981,2026-05-04,Onboarding,High,-0.25,"don match, match, don"
TK110384,ACC103422,2026-06-23,Performance,Medium,0.4118,"overnight batch, batch, overnight"
TK108165,ACC102706,2026-07-03,Performance,Critical,-0.6124,"schedule, report times, generation"
TK104923,ACC101614,2026-06-29,Reconciliation,High,0.3182,"don match, match, don"
TK112255,ACC104031,2026-05-27,UI/Usability,High,-0.3384,"schedule, report times, generation"
TK113111,ACC104323,2026-04-19,Reconciliation,Medium,0.3612,"moderate impact, moderate, like fixed"
TK109623,ACC103176,2026-06-25,Reconciliation,High,0.5574,"don match, match, don"
TK108784,ACC102905,2026-05-04,Settlement,High,-0.0258,"corporate action, corporate, wrong corporate"
TK108833,ACC102916,2026-07-10,API/Integration,High,0.3182,"schedule, report times, generation"
TK110220,ACC103361,2026-05-09,Reporting,Medium,0.5859,"moderate impact, moderate, like fixed"
TK111655,ACC103834,2026-05-05,Reconciliation,High,-0.25,"morning, recon job, flagged"
TK112147,ACC103992,2026-06-05,Performance,High,0.5719,"seconds load, takes 30, load market"
TK104190,ACC101379,2026-05-21,Access/Permissions,High,-0.0284,"morning, recon job, flagged"
TK110815,ACC103560,2026-06-22,Reconciliation,High,0.34,"morning, recon job, flagged"
TK100101,ACC100029,2026-06-29,Settlement,High,-0.296,"window yesterday, cutoff, window"
TK111192,ACC103686,2026-06-23,Reconciliation,Critical,-0.2023,"don match, match, don"
TK114547,ACC104800,2026-04-23,UI/Usability,Low,-0.6124,"schedule, report times, generation"
TK102473,ACC100800,2026-06-27,API/Integration,Critical,-0.5267,"overnight batch, batch, overnight"
TK104344,ACC101429,2026-04-30,Access/Permissions,High,-0.3612,"morning, recon job, flagged"
TK107308,ACC102391,2026-06-03,Reconciliation,High,0.25,"don match, match, don"
TK105278,ACC101725,2026-06-07,Settlement,Medium,0.1311,"moderate impact, moderate, like fixed"
TK109896,ACC103260,2026-05-15,Reconciliation,Medium,-0.0387,"morning, recon job, flagged"
TK106914,ACC102250,2026-04-24,Reporting,Medium,-0.0762,"exported, exported report, figures"
TK111598,ACC103815,2026-05-28,UI/Usability,Medium,0.3415,"moderate impact, moderate, like fixed"
TK104187,ACC101377,2026-05-17,Onboarding,Low,-0.0772,"schedule, report times, generation"
TK115015,ACC104957,2026-06-22,Settlement,High,-0.2263,"failed, settle, pending"
TK103615,ACC101182,2026-06-11,API/Integration,Medium,-0.1779,"schedule, report times, generation"
TK108985,ACC102963,2026-05-30,Reporting,High,0.0258,"missing, missing columns, columns"
TK103214,ACC101052,2026-04-20,Settlement,Critical,-0.2023,"window yesterday, cutoff, window"
TK106435,ACC102091,2026-05-24,Reconciliation,Low,0.4588,"don match, match, don"
TK107188,ACC102344,2026-04-29,Settlement,Medium,-0.3919,"failed, settle, pending"
TK103795,ACC101242,2026-04-21,API/Integration,Critical,-0.3818,"webhook events, keys, rotated"
TK107960,ACC102630,2026-06-26,Reporting,Medium,-0.0762,"schedule, report times, generation"
TK106926,ACC102255,2026-07-02,Settlement,Medium,-0.7579,"failed, settle, pending"
TK112787,ACC104206,2026-06-12,Settlement,High,0.296,"window yesterday, cutoff, window"
TK110794,ACC103553,2026-06-30,Reconciliation,High,0.296,"moderate impact, moderate, like fixed"
TK112106,ACC103982,2026-05-29,Performance,Critical,-0.3182,"schedule, report times, generation"
TK103519,ACC101153,2026-06-07,Reporting,Medium,0.128,"exported, exported report, figures"
TK113244,ACC104365,2026-04-19,Access/Permissions,Critical,-0.4234,"morning, recon job, flagged"
TK105654,ACC101834,2026-04-19,API/Integration,Medium,0.2153,"overnight batch, batch, overnight"
TK114898,ACC104916,2026-06-25,Performance,Critical,0.6124,"schedule, report times, generation"
TK112416,ACC104076,2026-06-05,Data Accuracy,Critical,0.3182,"morning, recon job, flagged"
TK103434,ACC101125,2026-07-10,Settlement,Medium,-0.1531,"window yesterday, cutoff, window"
TK109589,ACC103162,2026-07-15,Reconciliation,Medium,-0.1144,"morning, recon job, flagged"
TK112931,ACC104260,2026-05-14,Performance,Medium,-0.0762,"schedule, report times, generation"
TK103386,ACC101107,2026-06-11,Data Accuracy,High,0.0,"morning, recon job, flagged"
TK113812,ACC104550,2026-05-28,Onboarding,High,0.5106,"moderate impact, moderate, like fixed"
TK103035,ACC100996,2026-04-20,Reconciliation,Medium,0.5499,"morning, recon job, flagged"
TK106699,ACC102177,2026-05-18,Onboarding,High,0.5106,"moderate impact, moderate, like fixed"
TK111021,ACC103631,2026-06-25,Reconciliation,Critical,0.1779,"don match, match, don"
TK114092,ACC104638,2026-05-12,Performance,Medium,0.3927,"schedule, report times, generation"
TK102996,ACC100981,2026-05-19,Settlement,Medium,0.1311,"moderate impact, moderate, like fixed"
TK101530,ACC100496,2026-05-25,Reconciliation,Critical,0.3927,"don match, match, don"
