ticket_id,account_id,created_date,raw_text,true_category,true_severity
TK100209,ACC100062,2026-06-04,Several settlements missed the cutoff window yesterday. This is seriously impacting our desk today. Happy to jump on a call.,Settlement,High
TK100210,ACC100063,2026-05-30,Webhook events stopped firing after we rotated our API keys. This is seriously impacting our desk today. Please advise urgently.,API/Integration,High
TK100211,ACC100063,2026-04-28,Exported report totals don't tie out to the dashboard figures. Just a nice-to-have improvement.,Reporting,Low
TK100212,ACC100063,2026-06-02,"The dashboard takes over 30 seconds to load during market open. High priority, please escalate.",Performance,High
TK100213,ACC100063,2026-04-22,Recon job flagged 36 unmatched trades again this morning. Disrupting our workflow but we have a workaround. Second time reporting this.,Reconciliation,Medium
TK100214,ACC100064,2026-07-09,This month's invoice double-charged us for seats we removed. It's affecting multiple users right now. Any update would help.,Billing,High
TK100215,ACC100064,2026-06-18,Latency spikes make the blotter unusable at peak hours. It's affecting multiple users right now. Second time reporting this.,Performance,High
TK100216,ACC100064,2026-05-28,Trade TRD88056 failed to settle and is stuck in pending status. This is blocking all trading and needs an urgent fix. Happy to jump on a call.,Settlement,Critical
TK100217,ACC100065,2026-05-27,Dark mode makes several fields unreadable. No rush on this one. Second time reporting this.,UI/Usability,Low
TK100218,ACC100065,2026-04-29,The dashboard takes over 30 seconds to load during market open. Just a nice-to-have improvement. Any update would help.,Performance,Low
TK100219,ACC100066,2026-06-05,Can't schedule the regulatory report — it times out on generation. Not urgent but it keeps recurring.,Reporting,Medium
TK100220,ACC100067,2026-05-03,Pricing feed shows stale marks for several instruments. This is seriously impacting our desk today.,Data Accuracy,High
TK100221,ACC100067,2026-07-02,"Our API integration returns 500 errors on the positions endpoint. Minor issue, low priority. Second time reporting this.",API/Integration,Low
TK100222,ACC100067,2026-05-05,Reconciliation break between our ledger and your settlement report for 16/05. Production is down for us — critical impact. Happy to jump on a call.,Reconciliation,Critical
TK100223,ACC100068,2026-07-07,"This month's invoice double-charged us for seats we removed. Moderate impact, we'd like this fixed soon. Please advise urgently.",Billing,Medium
TK100224,ACC100068,2026-06-07,Settlement instruction was rejected with no clear reason. This is seriously impacting our desk today. Any update would help.,Settlement,High
TK100225,ACC100068,2026-05-12,The daily P&L export is missing columns since the last release. Disrupting our workflow but we have a workaround.,Reporting,Medium
TK100226,ACC100068,2026-07-13,"Several settlements missed the cutoff window yesterday. Moderate impact, we'd like this fixed soon. Any update would help.",Settlement,Medium
TK100227,ACC100068,2026-07-09,Webhook events stopped firing after we rotated our API keys. Just a nice-to-have improvement.,API/Integration,Low
TK100228,ACC100069,2026-06-01,Latency spikes make the blotter unusable at peak hours. This is seriously impacting our desk today. Any update would help.,Performance,High
TK100229,ACC100069,2026-06-07,The REST API rate limit is blocking our overnight batch sync. We cannot operate until this is resolved.,API/Integration,Critical
TK100230,ACC100069,2026-04-23,Latency spikes make the blotter unusable at peak hours. No rush on this one. Happy to jump on a call.,Performance,Low
TK100231,ACC100070,2026-06-04,Exported report totals don't tie out to the dashboard figures. Not urgent but it keeps recurring. Any update would help.,Reporting,Medium
TK100232,ACC100071,2026-06-25,Settlement instruction was rejected with no clear reason. This is seriously impacting our desk today.,Settlement,High
TK100233,ACC100071,2026-06-19,Several settlements missed the cutoff window yesterday. This is blocking all trading and needs an urgent fix. Second time reporting this.,Settlement,Critical
TK100234,ACC100071,2026-05-06,The REST API rate limit is blocking our overnight batch sync. No rush on this one. Second time reporting this.,API/Integration,Low
TK100235,ACC100071,2026-05-13,"End-of-day balances don't match after recon — we're off by $344k. High priority, please escalate.",Reconciliation,High
TK100236,ACC100072,2026-06-06,Reconciliation break between our ledger and your settlement report for 22/07. This is seriously impacting our desk today. Any update would help.,Reconciliation,High
TK100237,ACC100073,2026-06-24,"Several settlements missed the cutoff window yesterday. High priority, please escalate.",Settlement,High
TK100238,ACC100073,2026-04-29,A user can see accounts they shouldn't have permission to view. It's affecting multiple users right now. Second time reporting this.,Access/Permissions,High
TK100239,ACC100073,2026-04-28,"Settlement instruction was rejected with no clear reason. Moderate impact, we'd like this fixed soon. Please advise urgently.",Settlement,Medium
TK100240,ACC100073,2026-05-08,"Filters reset every time we change tabs, it's frustrating. Just a nice-to-have improvement. Any update would help.",UI/Usability,Low
TK100241,ACC100073,2026-05-27,"Reconciliation break between our ledger and your settlement report for 13/06. High priority, please escalate.",Reconciliation,High
TK100242,ACC100074,2026-05-16,We were charged for overages we don't understand. It's affecting multiple users right now.,Billing,High
TK100243,ACC100074,2026-04-22,Position quantities are wrong after the corporate action. Production is down for us — critical impact. Happy to jump on a call.,Data Accuracy,Critical
TK100244,ACC100074,2026-05-20,Can't schedule the regulatory report — it times out on generation. Not urgent but it keeps recurring. Please advise urgently.,Reporting,Medium
TK100245,ACC100075,2026-05-03,"Exported report totals don't tie out to the dashboard figures. Minor issue, low priority. This is impacting our team.",Reporting,Low
TK100246,ACC100075,2026-04-20,"Several settlements missed the cutoff window yesterday. Moderate impact, we'd like this fixed soon. This is impacting our team.",Settlement,Medium
TK100247,ACC100075,2026-05-07,The new layout hides the export button — very hard to find. Disrupting our workflow but we have a workaround.,UI/Usability,Medium
TK100248,ACC100075,2026-06-13,"MFA lockout is blocking half our desk this morning. High priority, please escalate. Any update would help.",Access/Permissions,High
TK100249,ACC100076,2026-06-10,Recon job flagged 32 unmatched trades again this morning. This is blocking all trading and needs an urgent fix. Please advise urgently.,Reconciliation,Critical
TK100250,ACC100076,2026-05-10,"A user can see accounts they shouldn't have permission to view. High priority, please escalate. Any update would help.",Access/Permissions,High
TK100251,ACC100076,2026-04-23,"Data migration during onboarding dropped several historical trades. Moderate impact, we'd like this fixed soon. This is impacting our team.",Onboarding,Medium
TK100252,ACC100076,2026-06-30,Trade TRD52140 failed to settle and is stuck in pending status. This is seriously impacting our desk today. This is impacting our team.,Settlement,High
TK100253,ACC100077,2026-06-22,Our API integration returns 500 errors on the positions endpoint. It's affecting multiple users right now. Happy to jump on a call.,API/Integration,High
TK100254,ACC100078,2026-06-09,Trade TRD46183 failed to settle and is stuck in pending status. We cannot operate until this is resolved. This is impacting our team.,Settlement,Critical
TK100255,ACC100078,2026-06-27,Exported report totals don't tie out to the dashboard figures. We cannot operate until this is resolved. This is impacting our team.,Reporting,Critical
TK100256,ACC100078,2026-05-28,Pricing feed shows stale marks for several instruments. Not urgent but it keeps recurring.,Data Accuracy,Medium
TK100257,ACC100079,2026-05-11,The dashboard takes over 30 seconds to load during market open. Not urgent but it keeps recurring. Please advise urgently.,Performance,Medium
TK100258,ACC100079,2026-05-21,"Our API integration returns 500 errors on the positions endpoint. Minor issue, low priority.",API/Integration,Low
TK100259,ACC100079,2026-06-10,Reconciliation break between our ledger and your settlement report for 09/06. Production is down for us — critical impact.,Reconciliation,Critical
TK100260,ACC100079,2026-05-05,"MFA lockout is blocking half our desk this morning. Minor issue, low priority. Any update would help.",Access/Permissions,Low
TK100261,ACC100079,2026-06-14,A user can see accounts they shouldn't have permission to view. No rush on this one. Second time reporting this.,Access/Permissions,Low
TK100262,ACC100080,2026-07-07,"The dashboard takes over 30 seconds to load during market open. High priority, please escalate.",Performance,High
TK100263,ACC100080,2026-05-07,A user can see accounts they shouldn't have permission to view. This is seriously impacting our desk today. This is impacting our team.,Access/Permissions,High
TK100264,ACC100080,2026-04-24,"The daily P&L export is missing columns since the last release. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reporting,Medium
TK100265,ACC100081,2026-07-13,Latency spikes make the blotter unusable at peak hours. It's affecting multiple users right now.,Performance,High
TK100266,ACC100081,2026-06-25,Exported report totals don't tie out to the dashboard figures. Just a nice-to-have improvement.,Reporting,Low
TK100267,ACC100083,2026-06-25,Position quantities are wrong after the corporate action. This is blocking all trading and needs an urgent fix.,Data Accuracy,Critical
